129.62962962962956, 6927.550656129379
185.18518518518522, 4061.5859883769754
314.8148148148148, 2381.2861947655847
574.0740740740739, 1000
907.4074074074078, 530.4417279843926
1240.7407407407409, 379.9357365039406
1666.666666666667, 332.45979322709417
2148.1481481481483, 281.3684267870689
2740.7407407407413, 290.9163405623883
3203.703703703704, 321.54841769777056
3740.7407407407413, 392.8284185071255
4277.777777777779, 530.4417279843926
4740.740740740741, 716.262911569279
5148.148148148148, 967.1798642975443
5537.037037037038, 1263.1335639768367
6166.666666666668, 1763.505472047135
6722.222222222223, 2545.6406738604123
7388.888888888889, 3928.2841850712507
7851.851851851852, 5130.325584896992
