   162    0.46751E+04    0.96269E+00    0.93701E-02   -0.42592E+02
   163    0.47048E+04    0.95384E+00    0.94983E-02   -0.42300E+02
   164    0.47341E+04    0.94475E+00    0.96276E-02   -0.41980E+02
   165    0.47631E+04    0.93544E+00    0.97581E-02   -0.41634E+02
   166    0.47918E+04    0.92592E+00    0.98896E-02   -0.41261E+02
   167    0.48202E+04    0.91623E+00    0.10022E-01   -0.40860E+02
   168    0.48482E+04    0.90637E+00    0.10156E-01   -0.40432E+02
   169    0.48758E+04    0.89639E+00    0.10291E-01   -0.39977E+02
   170    0.49031E+04    0.88631E+00    0.10426E-01   -0.39495E+02
   171    0.49300E+04    0.87616E+00    0.10563E-01   -0.38986E+02
   172    0.49566E+04    0.86595E+00    0.10701E-01   -0.38449E+02
   173    0.49827E+04    0.85573E+00    0.10840E-01   -0.37886E+02
   174    0.50085E+04    0.84551E+00    0.10980E-01   -0.37295E+02
   175    0.50338E+04    0.83532E+00    0.11122E-01   -0.36678E+02
   176    0.50587E+04    0.82518E+00    0.11264E-01   -0.36033E+02
   177    0.50832E+04    0.81513E+00    0.11407E-01   -0.35361E+02
   178    0.51072E+04    0.80519E+00    0.11552E-01   -0.34663E+02
   179    0.51308E+04    0.79539E+00    0.11697E-01   -0.33937E+02
   180    0.51540E+04    0.78575E+00    0.11843E-01   -0.33184E+02
   181    0.51767E+04    0.77630E+00    0.11991E-01   -0.32405E+02
   182    0.51989E+04    0.76707E+00    0.12139E-01   -0.31598E+02
   183    0.52206E+04    0.75808E+00    0.12289E-01   -0.30765E+02
   184    0.52419E+04    0.74936E+00    0.12439E-01   -0.29904E+02
   185    0.52626E+04    0.74096E+00    0.12591E-01   -0.29018E+02
   186    0.52829E+04    0.73291E+00    0.12744E-01   -0.28106E+02
   187    0.53027E+04    0.72524E+00    0.12897E-01   -0.27167E+02
   188    0.53219E+04    0.71799E+00    0.13052E-01   -0.26203E+02
   189    0.53407E+04    0.71119E+00    0.13207E-01   -0.25214E+02
   190    0.53589E+04    0.70487E+00    0.13364E-01   -0.24201E+02
   191    0.53766E+04    0.69908E+00    0.13521E-01   -0.23162E+02
   192    0.53937E+04    0.69384E+00    0.13679E-01   -0.22099E+02
   193    0.54103E+04    0.68920E+00    0.13839E-01   -0.21012E+02
   194    0.54264E+04    0.68518E+00    0.13999E-01   -0.19901E+02
   195    0.54419E+04    0.68183E+00    0.14160E-01   -0.18767E+02
   196    0.54569E+04    0.67917E+00    0.14322E-01   -0.17609E+02
   197    0.54712E+04    0.67724E+00    0.14485E-01   -0.16429E+02
