0.00000000000000e+00 1.09363627325865e+00
1.00050025012506e-03 1.08801423351021e+00
2.00100050025012e-03 1.07166257079919e+00
3.00150075037519e-03 1.04506882672475e+00
4.00200100050025e-03 1.00901350046988e+00
5.00250125062531e-03 9.64532142220400e-01
6.00300150075037e-03 9.12866115813992e-01
7.00350175087544e-03 8.55405295168604e-01
8.00400200100050e-03 7.93626377955351e-01
9.00450225112556e-03 7.29030616202449e-01
1.00050025012506e-02 6.63084581699727e-01
1.10055027513757e-02 5.97167137165544e-01
1.20060030015007e-02 5.32525128273344e-01
1.30065032516258e-02 4.70239518683392e-01
1.40070035017509e-02 4.11202839183733e-01
1.50075037518759e-02 3.56107990211647e-01
1.60080040020010e-02 3.05447692282532e-01
1.70085042521261e-02 2.59523273609445e-01
1.80090045022511e-02 2.18461051889648e-01
1.90095047523762e-02 1.82234321153625e-01
2.00100050025013e-02 1.50688889189246e-01
2.10105052526263e-02 1.23570205153963e-01
2.20110055027514e-02 1.00550338092952e-01
2.30115057528764e-02 8.12533764336117e-02
2.40120060030015e-02 6.52781759324990e-02
2.50125062531266e-02 5.22177516010246e-02
2.60130065032516e-02 4.16749563504768e-02
2.70135067533767e-02 3.32743918941556e-02
2.80140070035017e-02 2.66707408740772e-02
2.90145072536268e-02 2.15538866120225e-02
3.00150075037519e-02 1.76512988882598e-02
3.10155077538769e-02 1.47282168605022e-02
3.20160080040020e-02 1.25861635068061e-02
3.30165082541271e-02 1.10602915811856e-02
3.40170085042521e-02 1.00160011245266e-02
3.50175087543772e-02 9.34519431059090e-03
3.60180090045022e-02 8.96245435675810e-03
3.70185092546273e-02 8.80135877598742e-03
3.80190095047524e-02 8.81106852345624e-03
3.90195097548774e-02 8.95327662811694e-03
4.00200100050025e-02 9.19955393777226e-03
4.10205102551276e-02 9.52909550358043e-03
4.20210105052526e-02 9.92684778052308e-03
4.30215107553777e-02 1.03819825473359e-02
4.40220110055028e-02 1.08866763332607e-02
4.50225112556278e-02 1.14351522694896e-02
4.60230115057529e-02 1.20229429322922e-02
4.70235117558779e-02 1.26463364676298e-02
4.80240120060030e-02 1.33019729640208e-02
4.90245122561281e-02 1.39865628745384e-02
5.00250125062531e-02 1.46967037732420e-02
5.10255127563782e-02 1.54287755999741e-02
5.20260130065032e-02 1.61788977140363e-02
5.30265132566283e-02 1.69429335871667e-02
5.40270135067534e-02 1.77165309308990e-02
5.50275137568784e-02 1.84951866237542e-02
5.60280140070035e-02 1.92743271247562e-02
5.70285142571286e-02 2.00493962560669e-02
5.80290145072536e-02 2.08159433976605e-02
5.90295147573787e-02 2.15697063112813e-02
6.00300150075037e-02 2.23066840131275e-02
6.10305152576288e-02 2.30231963303294e-02
6.20310155077539e-02 2.37159279715091e-02
6.30315157578789e-02 2.43819560743606e-02
6.40320160080040e-02 2.50187612224783e-02
6.50325162581291e-02 2.56242228155665e-02
6.60330165082541e-02 2.61966004112703e-02
6.70335167583792e-02 2.67345032246000e-02
6.80340170085042e-02 2.72368503762156e-02
6.90345172586293e-02 2.77028247355177e-02
7.00350175087544e-02 2.81318233245223e-02
7.10355177588794e-02 2.85234072494625e-02
7.20360180090045e-02 2.88772540219709e-02
7.30365182591296e-02 2.91931149285084e-02
7.40370185092546e-02 2.94707798099855e-02
7.50375187593797e-02 2.97100512258300e-02
7.60380190095047e-02 2.99107295013623e-02
7.70385192596298e-02 3.00726096071235e-02
7.80390195097549e-02 3.01954901938790e-02
7.90395197598799e-02 3.02791944671821e-02
8.00400200100050e-02 3.03236019107185e-02
8.10405202601301e-02 3.03286892498982e-02
8.20410205102551e-02 3.02945784898064e-02
8.30415207603802e-02 3.02215894182480e-02
8.40420210105052e-02 3.01102936619526e-02
8.50425212606303e-02 2.99615672395374e-02
8.60430215107554e-02 2.97766385755722e-02
8.70435217608804e-02 2.95571291167042e-02
8.80440220110055e-02 2.93050840036756e-02
8.90445222611306e-02 2.90229906742242e-02
9.00450225112556e-02 2.87137837693091e-02
9.10455227613807e-02 2.83808352581976e-02
9.20460230115057e-02 2.80279292603169e-02
9.30465232616308e-02 2.76592216043945e-02
9.40470235117559e-02 2.72791847163071e-02
9.50475237618809e-02 2.68925389608250e-02
9.60480240120060e-02 2.65041720762125e-02
9.70485242621311e-02 2.61190488318076e-02
9.80490245122561e-02 2.57421134998144e-02
9.90495247623812e-02 2.53781881500855e-02
1.00050025012506e-01 2.50318701284332e-02
1.01050525262631e-01 2.47074323362616e-02
1.02051025512756e-01 2.44087300584607e-02
1.03051525762881e-01 2.41391180545122e-02
1.04052026013006e-01 2.39013814069607e-02
1.05052526263132e-01 2.36976831955224e-02
1.06053026513257e-01 2.35295314342400e-02
1.07053526763382e-01 2.33977668923748e-02
1.08054027013507e-01 2.33025724570451e-02
1.09054527263632e-01 2.32435036449091e-02
1.10055027513757e-01 2.32195388041211e-02
1.11055527763882e-01 2.32291465456995e-02
1.12056028014007e-01 2.32703670847542e-02
1.13056528264132e-01 2.33409035259803e-02
1.14057028514257e-01 2.34382187465468e-02
1.15057528764382e-01 2.35596334407193e-02
1.16058029014507e-01 2.37024210944079e-02
1.17058529264632e-01 2.38638961255053e-02
1.18059029514757e-01 2.40414921036843e-02
1.19059529764882e-01 2.42328277773475e-02
1.20060030015007e-01 2.44357595019289e-02
1.21060530265133e-01 2.46484194981106e-02
1.22061030515258e-01 2.48692400966435e-02
1.23061530765383e-01 2.50969646935854e-02
1.24062031015508e-01 2.53306465173830e-02
1.25062531265633e-01 2.55696364981878e-02
1.26063031515758e-01 2.58135615595567e-02
1.27063531765883e-01 2.60622945756845e-02
1.28064032016008e-01 2.63159171214113e-02
1.29064532266133e-01 2.65746760583842e-02
1.30065032516258e-01 2.68389350121596e-02
1.31065532766383e-01 2.71091219454902e-02
1.32066033016508e-01 2.73856743382405e-02
1.33066533266633e-01 2.76689839268198e-02
1.34067033516758e-01 2.79593434852487e-02
1.35067533766883e-01 2.82568986659298e-02
1.36068034017008e-01 2.85616083617461e-02
1.37068534267134e-01 2.88732172953609e-02
1.38069034517259e-01 2.91912444869981e-02
1.39069534767384e-01 2.95149908215279e-02
1.40070035017509e-01 2.98435680872130e-02
1.41070535267634e-01 3.01759505954974e-02
